module,feature,loading,abs_loading,rank_abs
protein_module_014,AGID00377,0.09908035178568235,0.09908035178568235,17
protein_module_014,AGID00149,-0.09904832182205965,0.09904832182205965,18
protein_module_014,AGID00410,-0.09835333974868124,0.09835333974868124,19
protein_module_014,AGID00293,-0.09694599006541395,0.09694599006541395,20
protein_module_014,AGID00061,-0.09636509689267066,0.09636509689267066,21
protein_module_014,AGID00241,-0.09298780369123472,0.09298780369123472,22
protein_module_014,AGID00051,-0.09242269970992945,0.09242269970992945,23
protein_module_014,AGID00425,0.0913318704044618,0.0913318704044618,24
protein_module_014,AGID00012,0.09108370347678788,0.09108370347678788,25
protein_module_015,AGID00375,0.14212063075960796,0.14212063075960796,1
protein_module_015,AGID00319,0.13607923026913132,0.13607923026913132,2
protein_module_015,AGID00342,0.13041548842295847,0.13041548842295847,3
protein_module_015,AGID00412,0.12164021028330244,0.12164021028330244,4
protein_module_015,AGID00268,-0.12158661835638596,0.12158661835638596,5
protein_module_015,AGID00149,0.12082237144753555,0.12082237144753555,6
protein_module_015,AGID00241,-0.1149200603482428,0.1149200603482428,7
protein_module_015,AGID02168,-0.11450464687292608,0.11450464687292608,8
protein_module_015,AGID00159,0.10881965281782104,0.10881965281782104,9
protein_module_015,AGID00221,-0.10777848043230617,0.10777848043230617,10
protein_module_015,AGID00161,0.10770262319444678,0.10770262319444678,11
protein_module_015,AGID00529,-0.10498777540069157,0.10498777540069157,12
protein_module_015,AGID00004,0.1021399946678812,0.1021399946678812,13
protein_module_015,AGID00368,0.10100846171673677,0.10100846171673677,14
protein_module_015,AGID00245,0.10041235470301255,0.10041235470301255,15
protein_module_015,AGID00167,0.09762100764993094,0.09762100764993094,16
protein_module_015,AGID00010,-0.09670442601755272,0.09670442601755272,17
protein_module_015,AGID00284,-0.0958437152853128,0.0958437152853128,18
protein_module_015,AGID00056,0.09502235041931845,0.09502235041931845,19
protein_module_015,AGID00134,0.09200708266620493,0.09200708266620493,20
protein_module_015,AGID02155,-0.08953550530018398,0.08953550530018398,21
protein_module_015,AGID00135,-0.08945436287617811,0.08945436287617811,22
protein_module_015,AGID00436,0.08900732983557925,0.08900732983557925,23
protein_module_015,AGID00330,0.08803912564355698,0.08803912564355698,24
protein_module_015,AGID02210,-0.0873219078390535,0.0873219078390535,25
protein_module_016,AGID00303,0.1445926449373644,0.1445926449373644,1
protein_module_016,AGID00039,-0.13295675662585946,0.13295675662585946,2
protein_module_016,AGID00445,0.12510572135683834,0.12510572135683834,3
protein_module_016,AGID00201,-0.11793013816816085,0.11793013816816085,4
protein_module_016,AGID00165,-0.11591755115243507,0.11591755115243507,5
protein_module_016,AGID00189,-0.1152867148441582,0.1152867148441582,6
protein_module_016,AGID00484,-0.11265598198608144,0.11265598198608144,7
protein_module_016,AGID00376,0.11137139265552029,0.11137139265552029,8
protein_module_016,AGID00234,0.104847692386295,0.104847692386295,9
protein_module_016,AGID00364,-0.10389280637852688,0.10389280637852688,10
protein_module_016,AGID00441,0.10209020187691677,0.10209020187691677,11
protein_module_016,AGID00529,-0.10092311760343842,0.10092311760343842,12
protein_module_016,AGID00316,0.10086262932778857,0.10086262932778857,13
protein_module_016,AGID00301,-0.09916671532326339,0.09916671532326339,14
protein_module_016,AGID00055,0.09820782815739715,0.09820782815739715,15
protein_module_016,AGID00356,-0.09618143455582671,0.09618143455582671,16
protein_module_016,AGID00124,-0.09379188775583157,0.09379188775583157,17
protein_module_016,AGID02217,0.09331718320540801,0.09331718320540801,18
protein_module_016,AGID00242,0.09235617842335461,0.09235617842335461,19
protein_module_016,AGID00532,0.09192871832803882,0.09192871832803882,20
protein_module_016,AGID00373,0.09139552034129737,0.09139552034129737,21
protein_module_016,AGID00512,0.0901560061336765,0.0901560061336765,22
protein_module_016,AGID00116,-0.08978581679947817,0.08978581679947817,23
protein_module_016,AGID00355,-0.08927955458381819,0.08927955458381819,24
protein_module_016,AGID00065,0.08924271101576801,0.08924271101576801,25
protein_module_017,AGID00114,0.14701137306820047,0.14701137306820047,1
protein_module_017,AGID00501,-0.14181619488795094,0.14181619488795094,2
protein_module_017,AGID00007,0.13881434125916015,0.13881434125916015,3
protein_module_017,AGID00460,0.13158123063129926,0.13158123063129926,4
protein_module_017,AGID00239,0.12905791844910205,0.12905791844910205,5
protein_module_017,AGID00286,0.1288399854842016,0.1288399854842016,6
protein_module_017,AGID00279,-0.12480377269492376,0.12480377269492376,7
protein_module_017,AGID00305,-0.11307687007628148,0.11307687007628148,8
protein_module_017,AGID00097,-0.11252448211575579,0.11252448211575579,9
protein_module_017,AGID00209,-0.10860135487718801,0.10860135487718801,10
protein_module_017,AGID00405,-0.1081284646541728,0.1081284646541728,11
protein_module_017,AGID00005,-0.10804556445415575,0.10804556445415575,12
protein_module_017,AGID00004,-0.10640446222284498,0.10640446222284498,13
protein_module_017,AGID00057,0.10634124759197382,0.10634124759197382,14
protein_module_017,AGID00191,-0.10550930832489741,0.10550930832489741,15
protein_module_017,AGID00172,0.1050733060405673,0.1050733060405673,16
